Dato	Millis	Temp	Presion	AejeX	AejeY	AejeZ	GejeX	GejeY	GejeZ	MejeX	MejeY	MejeZ	Altura	AltMediaMovil	Pendiente
1086	58322	21,8	76995	-0,1	-0,25	0,91	4,48	-0,49	6,14	-0,05	-0,05	-0,03	2370,98	2370	2370
1087	58369	21,8	76998	-0,16	-0,18	0,96	4,48	-0,49	6,15	-0,05	-0,06	-0,03	2370,65	2370	2370
1088	58415	21,8	76992	-0,09	-0,16	0,91	4,49	-0,49	6,16	-0,05	-0,05	-0,03	2371,32	2370	2370
1089	58467	21,8	77001	-0,16	-0,19	0,91	4,49	-0,49	6,16	-0,05	-0,05	-0,03	2370,31	2371	2371
1090	58513	21,9	77000	-0,15	-0,16	0,87	4,49	-0,49	6,17	-0,04	-0,05	-0,03	2371,23	2371	2371
1091	58559	21,9	76998	-0,1	-0,2	0,97	4,5	-0,49	6,17	-0,05	-0,05	-0,03	2371,45	2371	2371
1092	58605	21,8	77001	-0,09	-0,17	0,96	4,5	-0,49	6,17	-0,05	-0,06	-0,03	2370,31	2371	2371
1093	58651	21,8	76992	-0,14	-0,2	0,89	4,51	-0,49	6,18	-0,05	-0,05	-0,03	2371,32	2371	2371
1094	58703	21,9	77019	-0,18	-0,17	0,91	4,51	-0,49	6,18	-0,05	-0,06	-0,03	2369,09	2371	2371
1095	58757	21,8	76998	-0,09	-0,22	0,93	4,51	-0,49	6,19	-0,04	-0,06	-0,03	2370,65	2371	2371
1096	58803	21,9	77006	-0,09	-0,2	0,88	4,52	-0,49	6,19	-0,05	-0,05	-0,03	2370,55	2371	2371
1097	58849	21,9	77015	-0,13	-0,22	0,94	4,52	-0,49	6,2	-0,05	-0,06	-0,03	2369,54	2371	2371
1098	58907	21,8	76998	-0,1	-0,19	0,91	4,53	-0,5	6,21	-0,05	-0,05	-0,02	2370,65	2371	2371
1099	58964	21,8	77001	-0,11	-0,2	0,93	4,54	-0,5	6,21	-0,04	-0,06	-0,03	2370,31	2370	2370
1100	59011	21,9	77003	-0,12	-0,14	0,91	4,54	-0,5	6,22	-0,05	-0,05	-0,03	2370,89	2370	2370
1101	59057	21,8	76998	-0,08	-0,23	0,91	4,55	-0,5	6,22	-0,05	-0,06	-0,03	2370,65	2370	2370
1102	59103	21,8	77001	-0,13	-0,23	0,85	4,55	-0,49	6,23	-0,04	-0,06	-0,03	2370,31	2370	2370
1103	59149	21,8	77001	-0,08	-0,2	1,06	4,55	-0,49	6,23	-0,05	-0,05	-0,03	2370,31	2370	2370
1104	59199	21,9	77006	-0,05	-0,13	0,93	4,55	-0,49	6,24	-0,04	-0,05	-0,03	2370,55	2370	2370
1105	59245	21,9	77008	-0,07	-0,2	0,91	4,56	-0,5	6,25	-0,05	-0,05	-0,03	2370,33	2370	2370
1106	59291	21,9	77008	-0,12	-0,2	0,95	4,56	-0,5	6,25	-0,05	-0,05	-0,03	2370,33	2370	2370
1107	59337	21,9	77003	-0,13	-0,18	0,89	4,56	-0,5	6,26	-0,05	-0,05	-0,03	2370,89	2370	2370
1108	59383	21,9	76998	-0,16	-0,15	0,89	4,57	-0,5	6,26	-0,05	-0,06	-0,03	2371,45	2371	2371
1109	59436	21,9	76998	-0,12	-0,25	0,95	4,57	-0,5	6,26	-0,05	-0,05	-0,02	2371,45	2371	2371
1110	59482	21,9	77003	-0,13	-0,25	0,95	4,58	-0,5	6,27	-0,05	-0,05	-0,03	2370,89	2371	2371
1111	59528	21,9	77008	-0,15	-0,1	0,94	4,58	-0,5	6,27	-0,04	-0,06	-0,03	2370,33	2371	2371
1112	59586	21,8	76995	-0,14	-0,11	0,91	4,59	-0,5	6,28	-0,05	-0,05	-0,03	2370,98	2371	2371
1113	59632	21,9	77003	-0,11	-0,15	0,91	4,59	-0,5	6,29	-0,05	-0,05	-0,03	2370,89	2371	2371
1114	59683	21,9	77003	-0,16	-0,19	1	4,59	-0,5	6,29	-0,05	-0,05	-0,03	2370,89	2371	2371
1115	59730	21,9	77006	-0,12	-0,21	0,91	4,6	-0,5	6,3	-0,05	-0,06	-0,03	2370,55	2371	2371
1116	59777	21,9	77000	-0,13	-0,2	0,92	4,6	-0,5	6,31	-0,05	-0,05	-0,03	2371,23	2371	2371
1117	59823	21,9	76997	-0,17	-0,24	0,97	4,6	-0,51	6,32	-0,05	-0,05	-0,03	2371,56	2371	2371
1118	59869	21,9	77003	-0,14	-0,21	0,9	4,61	-0,51	6,33	-0,04	-0,06	-0,03	2370,89	2371	2371
1119	59920	21,9	77008	-0,13	-0,22	0,89	4,61	-0,51	6,33	-0,05	-0,05	-0,03	2370,33	2371	2371
1120	59966	21,8	76992	-0,12	-0,17	0,94	4,61	-0,51	6,34	-0,05	-0,06	-0,03	2371,32	2371	2371
1121	60013	21,9	77003	-0,08	-0,21	0,87	4,62	-0,51	6,35	-0,05	-0,05	-0,03	2370,89	2371	2371
1122	60059	21,9	77008	-0,08	-0,2	0,91	4,62	-0,51	6,35	-0,05	-0,06	-0,03	2370,33	2371	2371
1123	60105	21,9	77003	-0,19	-0,19	0,92	4,62	-0,51	6,36	-0,05	-0,05	-0,03	2370,89	2371	2371
1124	60156	21,8	76992	-0,13	-0,25	0,9	4,63	-0,51	6,37	-0,05	-0,05	-0,03	2371,32	2371	2371
1125	60203	21,9	76995	-0,16	-0,16	0,9	4,63	-0,51	6,38	-0,04	-0,06	-0,03	2371,79	2371	2371
1126	60250	21,9	77000	-0,12	-0,16	0,91	4,64	-0,51	6,39	-0,05	-0,05	-0,03	2371,23	2371	2371
1127	60296	21,9	77003	-0,04	-0,23	0,88	4,64	-0,46	6,4	-0,05	-0,06	-0,03	2370,89	2371	2371
1128	60342	21,9	77008	-0,09	-0,2	0,99	4,65	-0,46	6,41	-0,04	-0,06	-0,02	2370,33	2371	2371
1129	60393	21,8	77001	-0,14	-0,18	0,88	4,66	-0,39	6,42	-0,05	-0,06	-0,03	2370,31	2371	2371
1130	60439	21,9	77008	-0,09	-0,2	0,89	4,66	-0,39	6,42	-0,05	-0,06	-0,03	2370,33	2371	2371
1131	60485	21,9	77006	-0,13	-0,25	0,93	4,67	-0,39	6,43	-0,05	-0,05	-0,03	2370,55	2371	2371
1132	60537	21,9	77006	-0,09	-0,3	0,93	4,67	-0,39	6,44	-0,04	-0,06	-0,03	2370,55	2371	2371
1133	60583	21,9	77008	-0,15	-0,12	0,88	4,67	-0,39	6,45	-0,05	-0,05	-0,03	2370,33	2371	2371
1134	60647	21,9	77000	-0,12	-0,16	0,88	4,68	-0,39	6,45	-0,05	-0,06	-0,03	2371,23	2371	2371
1135	60693	21,9	77009	-0,1	-0,16	0,87	4,68	-0,39	6,46	-0,05	-0,05	-0,03	2370,22	2371	2371
1136	60739	21,9	77003	-0,12	-0,22	0,97	4,69	-0,39	6,46	-0,05	-0,06	-0,03	2370,89	2370	2370
1137	60785	21,9	77000	-0,1	-0,13	0,9	4,69	-0,39	6,47	-0,04	-0,06	-0,03	2371,23	2371	2371
1138	60832	21,9	77006	-0,16	-0,22	0,98	4,69	-0,39	6,48	-0,05	-0,06	-0,03	2370,55	2371	2371
1139	60883	21,9	77000	-0,12	-0,22	0,91	4,7	-0,39	6,48	-0,04	-0,06	-0,02	2371,23	2371	2371
1140	60942	21,9	77009	-0,18	-0,2	0,94	4,7	-0,39	6,49	-0,05	-0,06	-0,03	2370,22	2371	2371
1141	60988	21,9	77006	-0,07	-0,23	0,89	4,71	-0,39	6,5	-0,05	-0,06	-0,03	2370,55	2371	2371
1142	61034	21,9	77000	-0,18	-0,23	0,87	4,71	-0,44	6,5	-0,05	-0,05	-0,03	2371,23	2371	2371
1143	61080	21,9	77003	-0,11	-0,18	0,9	4,71	-0,5	6,5	-0,05	-0,06	-0,03	2370,89	2371	2371
1144	61132	21,9	77006	-0,12	-0,16	0,89	4,72	-0,5	6,51	-0,05	-0,05	-0,03	2370,55	2371	2371
1145	61178	21,9	77000	-0,09	-0,23	0,95	4,73	-0,5	6,52	-0,05	-0,06	-0,03	2371,23	2371	2371
1146	61224	21,9	76997	-0,11	-0,17	1,04	4,73	-0,49	6,53	-0,04	-0,06	-0,03	2371,56	2371	2371
1147	61271	21,9	76998	-0,14	-0,22	0,91	4,73	-0,49	6,54	-0,05	-0,06	-0,03	2371,45	2371	2371
1148	61317	21,9	77008	-0,11	-0,22	0,92	4,74	-0,49	6,54	-0,05	-0,06	-0,03	2370,33	2371	2371
1149	61369	21,9	77006	-0,09	-0,16	0,91	4,74	-0,49	6,55	-0,04	-0,06	-0,03	2370,55	2371	2371
1150	61415	21,9	77003	-0,15	-0,19	0,95	4,74	-0,49	6,55	-0,05	-0,06	-0,03	2370,89	2371	2371
1151	61461	21,9	77008	-0,17	-0,14	0,88	4,75	-0,49	6,55	-0,05	-0,05	-0,03	2370,33	2371	2371
1152	61507	21,9	77003	-0,05	-0,25	0,99	4,75	-0,49	6,56	-0,05	-0,06	-0,02	2370,89	2371	2371
1153	61553	21,9	77011	-0,12	-0,16	0,95	4,76	-0,49	6,57	-0,04	-0,06	-0,02	2369,99	2371	2371
1154	61605	21,9	77006	-0,1	-0,19	0,93	4,76	-0,49	6,58	-0,05	-0,06	-0,03	2370,55	2371	2371
1155	61651	21,9	77003	-0,12	-0,15	0,93	4,77	-0,49	6,59	-0,04	-0,06	-0,03	2370,89	2371	2371
1156	61698	21,9	77003	-0,11	-0,13	0,91	4,77	-0,49	6,59	-0,05	-0,06	-0,03	2370,89	2371	2371
1157	61744	21,9	77003	-0,12	-0,17	0,91	4,77	-0,49	6,59	-0,05	-0,05	-0,03	2370,89	2371	2371
1158	61790	21,9	76997	-0,07	-0,27	0,92	4,78	-0,49	6,6	-0,05	-0,06	-0,03	2371,56	2371	2371
1159	61834	21,9	77011	-0,13	-0,17	0,98	4,78	-0,49	6,6	-0,04	-0,06	-0,03	2369,99	2371	2371
1160	61880	21,9	76997	-0,13	-0,3	0,96	4,79	-0,49	6,61	-0,04	-0,05	-0,03	2371,56	2371	2371
1161	61926	21,9	77003	-0,09	-0,16	0,91	4,79	-0,43	6,61	-0,05	-0,05	-0,03	2370,89	2371	2371
1162	61972	21,9	77008	-0,13	-0,23	0,96	4,79	-0,43	6,61	-0,04	-0,06	-0,03	2370,33	2371	2371
1163	62018	21,9	76998	-0,1	-0,2	0,92	4,8	-0,43	6,56	-0,05	-0,05	-0,03	2371,45	2371	2371
1164	62075	21,9	77003	-0,14	-0,17	0,94	4,8	-0,43	6,57	-0,05	-0,06	-0,03	2370,89	2371	2371
1165	62123	21,9	76997	-0,16	-0,17	0,99	4,8	-0,43	6,58	-0,05	-0,06	-0,03	2371,56	2371	2371
1166	62169	21,9	77006	-0,2	-0,19	0,95	4,8	-0,43	6,59	-0,05	-0,06	-0,03	2370,55	2371	2371
1167	62215	21,9	76997	-0,18	-0,12	0,94	4,81	-0,42	6,6	-0,05	-0,05	-0,03	2371,56	2371	2371
1168	62273	21,9	77008	-0,17	-0,22	0,85	4,82	-0,42	6,61	-0,05	-0,06	-0,03	2370,33	2371	2371
1169	62329	21,9	77006	-0,12	-0,16	0,89	4,82	-0,42	6,61	-0,05	-0,06	-0,03	2370,55	2371	2371
1170	62376	21,9	77003	-0,07	-0,22	0,95	4,82	-0,42	6,62	-0,05	-0,06	-0,02	2370,89	2371	2371
1171	62423	21,9	77003	-0,05	-0,12	0,91	4,83	-0,42	6,62	-0,04	-0,05	-0,03	2370,89	2371	2371
1172	62469	21,9	76997	-0,17	-0,15	0,88	4,83	-0,42	6,63	-0,05	-0,06	-0,03	2371,56	2371	2371
1173	62515	21,9	76991	-0,12	-0,2	0,8	4,83	-0,43	6,64	-0,04	-0,06	-0,03	2372,23	2371	2371
1174	62568	21,9	77003	-0,19	-0,2	0,91	4,84	-0,43	6,64	-0,05	-0,06	-0,03	2370,89	2371	2371
1175	62620	21,9	77003	-0,12	-0,18	0,88	4,84	-0,43	6,65	-0,04	-0,06	-0,03	2370,89	2371	2371
1176	62666	21,9	77003	-0,2	-0,2	0,95	4,85	-0,43	6,66	-0,05	-0,06	-0,03	2370,89	2371	2371
1177	62712	21,9	77000	-0,1	-0,15	0,98	4,85	-0,43	6,67	-0,05	-0,06	-0,03	2371,23	2371	2371
1178	62758	21,9	76997	-0,19	-0,2	0,92	4,86	-0,43	6,67	-0,05	-0,05	-0,03	2371,56	2371	2371
1179	62804	21,9	77003	-0,12	-0,23	0,91	4,86	-0,43	6,68	-0,05	-0,06	-0,03	2370,89	2371	2371
1180	62856	21,9	77000	-0,12	-0,18	0,86	4,86	-0,43	6,69	-0,04	-0,06	-0,03	2371,23	2371	2371
1181	62902	21,9	76991	-0,16	-0,25	0,98	4,86	-0,42	6,69	-0,05	-0,05	-0,03	2372,23	2371	2371
1182	62948	21,9	77002	-0,16	-0,07	1	4,87	-0,42	6,7	-0,04	-0,06	-0,03	2371	2371	2371
1183	62994	21,9	76997	-0,1	-0,21	0,91	4,88	-0,42	6,7	-0,05	-0,06	-0,03	2371,56	2371	2371
1184	63040	21,9	76997	-0,11	-0,22	0,95	4,88	-0,42	6,7	-0,04	-0,06	-0,03	2371,56	2371	2371
1185	63090	21,9	77008	-0,14	-0,13	0,88	4,88	-0,42	6,71	-0,04	-0,05	-0,03	2370,33	2371	2371
1186	63136	21,9	77003	-0,15	-0,12	0,91	4,89	-0,43	6,71	-0,05	-0,06	-0,03	2370,89	2371	2371
1187	63182	21,9	76994	-0,16	-0,16	0,9	4,89	-0,43	6,72	-0,05	-0,06	-0,03	2371,9	2371	2371
1188	63228	21,9	76994	-0,13	-0,21	0,89	4,9	-0,43	6,73	-0,05	-0,06	-0,03	2371,9	2371	2371
1189	63275	21,9	77001	-0,12	-0,26	0,93	4,9	-0,43	6,73	-0,04	-0,06	-0,03	2371,11	2371	2371
1190	63327	21,9	76997	-0,14	-0,18	0,92	4,9	-0,43	6,74	-0,05	-0,05	-0,03	2371,56	2371	2371
1191	63373	21,9	76997	-0,1	-0,22	1,05	4,91	-0,43	6,75	-0,04	-0,06	-0,03	2371,56	2371	2371
1192	63419	21,9	77003	-0,13	-0,21	0,99	4,91	-0,43	6,75	-0,05	-0,06	-0,03	2370,89	2371	2371
1193	63465	21,9	77008	-0,15	-0,21	0,99	4,91	-0,43	6,76	-0,05	-0,06	-0,03	2370,33	2371	2371
1194	63511	21,9	77001	-0,17	-0,14	0,88	4,92	-0,48	6,77	-0,05	-0,05	-0,03	2371,11	2371	2371
1195	63568	21,9	76997	-0,16	-0,19	0,91	4,92	-0,48	6,77	-0,05	-0,06	-0,03	2371,56	2371	2371
1196	63627	21,9	77008	-0,16	-0,07	0,92	4,92	-0,48	6,78	-0,05	-0,05	-0,03	2370,33	2371	2371
1197	63673	21,9	77011	-0,07	-0,23	0,94	4,93	-0,48	6,78	-0,05	-0,06	-0,03	2369,99	2371	2371
1198	63719	21,9	77000	-0,09	-0,15	0,98	4,93	-0,48	6,8	-0,05	-0,05	-0,03	2371,23	2371	2371
1199	63765	21,9	77008	-0,13	-0,19	0,93	4,93	-0,48	6,81	-0,05	-0,06	-0,03	2370,33	2371	2371
1200	63824	21,9	77005	-0,19	-0,14	0,97	4,94	-0,48	6,81	-0,04	-0,06	-0,02	2370,66	2371	2371
1201	63870	21,9	77002	-0,11	-0,19	0,93	4,94	-0,48	6,82	-0,05	-0,06	-0,03	2371	2371	2371
1202	63917	21,9	77000	-0,11	-0,13	0,91	4,94	-0,48	6,82	-0,05	-0,06	-0,03	2371,23	2371	2371
1203	63963	21,9	76997	-0,11	-0,2	0,96	4,95	-0,48	6,83	-0,05	-0,06	-0,03	2371,56	2371	2371
1204	64009	21,9	77000	-0,14	-0,2	0,99	4,96	-0,48	6,83	-0,04	-0,06	-0,03	2371,23	2371	2371
1205	64066	21,9	76991	-0,12	-0,17	0,95	4,96	-0,48	6,83	-0,05	-0,05	-0,03	2372,23	2371	2371
1206	64112	21,9	76999	-0,12	-0,2	0,93	4,97	-0,48	6,84	-0,05	-0,06	-0,03	2371,34	2371	2371
1207	64158	21,9	77006	-0,13	-0,2	0,98	4,97	-0,43	6,85	-0,05	-0,06	-0,02	2370,55	2371	2371
1208	64204	21,9	76994	-0,1	-0,25	0,89	4,97	-0,43	6,86	-0,05	-0,06	-0,03	2371,9	2371	2371
1209	64250	21,9	76997	-0,19	-0,2	0,99	4,97	-0,43	6,86	-0,05	-0,06	-0,03	2371,56	2371	2371
1210	64303	21,9	76999	-0,13	-0,22	0,97	4,98	-0,43	6,87	-0,05	-0,06	-0,03	2371,34	2371	2371
1211	64349	21,9	76994	-0,17	-0,2	0,95	4,98	-0,48	6,87	-0,05	-0,06	-0,03	2371,9	2371	2371
1212	64395	21,9	77008	-0,04	-0,25	0,85	4,98	-0,48	6,84	-0,05	-0,06	-0,03	2370,33	2372	2372
1213	64448	21,9	77005	-0,09	-0,16	0,91	4,99	-0,48	6,84	-0,05	-0,06	-0,03	2370,66	2371	2371
1214	64494	21,9	76991	-0,17	-0,14	0,94	4,99	-0,48	6,85	-0,05	-0,06	-0,03	2372,23	2371	2371
1215	64546	21,9	76999	-0,12	-0,2	0,91	4,99	-0,49	6,85	-0,05	-0,06	-0,03	2371,34	2371	2371
1216	64592	21,9	76999	-0,23	-0,2	0,88	5	-0,49	6,85	-0,05	-0,05	-0,03	2371,34	2371	2371
1217	64638	21,9	76997	-0,14	-0,22	0,91	5	-0,49	6,86	-0,04	-0,06	-0,03	2371,56	2371	2371
1218	64685	21,9	77007	-0,1	-0,16	0,84	5,01	-0,49	6,86	-0,05	-0,05	-0,03	2370,44	2371	2371
1219	64731	21,9	77005	-0,11	-0,23	0,89	5,01	-0,49	6,87	-0,05	-0,06	-0,03	2370,66	2371	2371
1220	64783	21,9	77007	-0,17	-0,18	0,91	5,01	-0,49	6,87	-0,05	-0,06	-0,03	2370,44	2371	2371
1221	64829	21,9	77006	-0,12	-0,23	0,93	5,02	-0,49	6,88	-0,05	-0,06	-0,03	2370,55	2371	2371
1222	64875	21,9	77006	-0,16	-0,13	1	5,02	-0,49	6,88	-0,05	-0,06	-0,03	2370,55	2371	2371
1223	64921	21,9	77005	-0,11	-0,23	0,95	5,02	-0,49	6,89	-0,05	-0,06	-0,03	2370,66	2371	2371
1224	64979	21,9	77008	-0,11	-0,13	0,91	5,03	-0,49	6,89	-0,05	-0,06	-0,03	2370,33	2371	2371
1225	65032	21,9	77014	-0,09	-0,25	0,9	5,03	-0,49	6,9	-0,05	-0,06	-0,03	2369,66	2371	2371
1226	65083	21,9	77007	-0,07	-0,25	0,91	5,03	-0,49	6,9	-0,05	-0,05	-0,03	2370,44	2370	2370
1227	65129	21,9	77003	-0,16	-0,14	0,95	5,04	-0,49	6,9	-0,05	-0,06	-0,03	2370,89	2370	2370
1228	65175	21,9	76997	-0,12	-0,13	0,89	5,04	-0,49	6,91	-0,04	-0,06	-0,02	2371,56	2370	2370
1229	65221	21,9	77007	-0,09	-0,18	0,87	5,04	-0,49	6,91	-0,05	-0,06	-0,03	2370,44	2371	2371
1230	65273	21,9	76993	-0,16	-0,16	0,93	5,05	-0,49	6,92	-0,04	-0,06	-0,03	2372,01	2371	2371
1231	65319	21,9	77003	-0,13	-0,24	0,86	5,1	-0,49	6,93	-0,05	-0,06	-0,03	2370,89	2371	2371
1232	65366	21,9	77011	-0,09	-0,2	0,94	5,1	-0,49	6,93	-0,05	-0,06	-0,03	2369,99	2371	2371
1233	65412	21,9	77001	-0,12	-0,16	0,81	5,11	-0,49	6,88	-0,05	-0,05	-0,03	2371,11	2371	2371
1234	65458	21,9	76999	-0,12	-0,2	1,02	5,11	-0,49	6,89	-0,05	-0,06	-0,03	2371,34	2371	2371
1235	65510	21,9	76990	-0,12	-0,16	0,92	5,12	-0,49	6,9	-0,05	-0,05	-0,03	2372,35	2371	2371
1236	65556	21,9	77005	-0,11	-0,16	0,91	5,12	-0,49	6,9	-0,04	-0,06	-0,03	2370,66	2371	2371
1237	65602	21,9	77014	-0,13	-0,19	0,98	5,12	-0,49	6,91	-0,04	-0,06	-0,03	2369,66	2371	2371
1238	65648	21,9	77005	-0,08	-0,25	0,91	5,13	-0,49	6,91	-0,05	-0,06	-0,02	2370,66	2371	2371
1239	65694	21,9	76993	-0,1	-0,22	0,87	5,13	-0,49	6,92	-0,04	-0,06	-0,03	2372,01	2371	2371
1240	65746	21,9	76999	-0,12	-0,16	0,88	5,13	-0,5	6,93	-0,05	-0,06	-0,03	2371,34	2371	2371
1241	65798	21,9	77000	-0,13	-0,23	0,88	5,14	-0,5	6,94	-0,04	-0,06	-0,02	2371,23	2371	2371
1242	65844	21,9	76999	-0,1	-0,22	0,83	5,14	-0,5	6,94	-0,05	-0,06	-0,03	2371,34	2371	2371
1243	65890	21,9	77008	-0,13	-0,2	0,86	5,15	-0,43	6,95	-0,05	-0,06	-0,03	2370,33	2371	2371
1244	65936	21,9	77007	-0,08	-0,16	0,89	5,16	-0,43	6,96	-0,05	-0,06	-0,03	2370,44	2371	2371
1245	65992	21,9	77008	-0,12	-0,2	0,92	5,16	-0,43	6,97	-0,04	-0,06	-0,03	2370,33	2371	2371
1246	66038	21,9	76996	-0,2	-0,12	1,02	5,16	-0,43	6,97	-0,05	-0,05	-0,03	2371,67	2371	2371
1247	66084	21,9	76998	-0,11	-0,19	0,9	5,17	-0,43	6,98	-0,04	-0,06	-0,03	2371,45	2371	2371
1248	66130	21,9	77002	-0,11	-0,2	0,98	5,17	-0,43	6,98	-0,04	-0,06	-0,02	2371	2371	2371
1249	66177	21,9	77003	-0,1	-0,2	0,81	5,18	-0,43	6,98	-0,05	-0,06	-0,03	2370,89	2371	2371
1250	66229	21,9	77005	-0,1	-0,17	0,9	5,18	-0,44	6,99	-0,05	-0,05	-0,03	2370,66	2371	2371
1251	66275	21,9	76997	-0,16	-0,2	0,98	5,19	-0,43	7	-0,05	-0,06	-0,03	2371,56	2371	2371
1252	66340	21,9	76996	-0,09	-0,15	0,93	5,2	-0,44	7	-0,05	-0,06	-0,03	2371,67	2371	2371
1253	66386	21,9	77005	-0,14	-0,2	0,91	5,2	-0,43	7	-0,05	-0,06	-0,03	2370,66	2371	2371
1254	66433	21,9	77008	-0,15	-0,21	0,96	5,2	-0,44	7,01	-0,05	-0,06	-0,03	2370,33	2371	2371
1255	66485	21,9	77003	-0,09	-0,22	0,89	5,21	-0,44	7,02	-0,05	-0,06	-0,03	2370,89	2371	2371
1256	66531	21,9	77002	-0,16	-0,16	0,86	5,21	-0,44	7,03	-0,04	-0,06	-0,03	2371	2371	2371
1257	66582	21,9	76999	-0,09	-0,16	0,96	5,22	-0,44	7,04	-0,05	-0,06	-0,03	2371,34	2371	2371
1258	66628	21,9	77008	-0,12	-0,17	0,89	5,22	-0,44	7,04	-0,05	-0,06	-0,03	2370,33	2371	2371
1259	66674	21,9	77001	-0,12	-0,13	0,91	5,22	-0,44	7,05	-0,05	-0,06	-0,03	2371,11	2371	2371
1260	66725	21,9	77001	-0,16	-0,17	0,99	5,23	-0,44	7,05	-0,05	-0,06	-0,03	2371,11	2371	2371
1261	66771	21,9	77005	-0,19	-0,16	0,95	5,23	-0,44	7,05	-0,05	-0,06	-0,03	2370,66	2371	2371
1262	66818	21,9	76993	-0,16	-0,2	0,98	5,24	-0,44	7,06	-0,04	-0,06	-0,03	2372,01	2371	2371
1263	66864	21,9	77007	-0,16	-0,23	0,85	5,24	-0,44	7,07	-0,05	-0,06	-0,03	2370,44	2371	2371
1264	66910	21,9	77008	-0,11	-0,17	0,89	5,24	-0,44	7,08	-0,04	-0,06	-0,03	2370,33	2371	2371
1265	66960	21,9	77002	-0,12	-0,13	0,9	5,25	-0,44	7,08	-0,05	-0,06	-0,03	2371	2371	2371
1266	67006	21,9	76999	-0,12	-0,2	0,94	5,26	-0,49	7,09	-0,04	-0,06	-0,03	2371,34	2371	2371
1267	67053	21,9	77006	-0,16	-0,22	0,99	5,26	-0,5	7,1	-0,05	-0,06	-0,03	2370,55	2371	2371
1268	67099	21,9	77011	-0,02	-0,22	0,78	5,26	-0,44	7,11	-0,04	-0,06	-0,02	2369,99	2371	2371
1269	67145	21,9	77004	-0,1	-0,18	0,93	5,27	-0,44	7,12	-0,04	-0,06	-0,03	2370,78	2371	2371
1270	67196	21,9	77004	-0,14	-0,18	0,91	5,27	-0,44	7,12	-0,05	-0,06	-0,03	2370,78	2371	2371
1271	67243	21,9	77007	-0,14	-0,21	0,9	5,27	-0,39	7,13	-0,05	-0,05	-0,03	2370,44	2371	2371
1272	67289	21,9	77005	-0,14	-0,17	0,9	5,27	-0,39	7,14	-0,05	-0,06	-0,03	2370,66	2371	2371
1273	67336	21,9	77001	-0,17	-0,14	0,94	5,28	-0,39	7,14	-0,05	-0,06	-0,03	2371,11	2371	2371
1274	67382	21,9	76999	-0,07	-0,23	0,88	5,28	-0,39	7,15	-0,05	-0,06	-0,03	2371,34	2371	2371
1275	67433	21,9	77001	-0,06	-0,18	0,91	5,29	-0,39	7,16	-0,05	-0,06	-0,03	2371,11	2371	2371
1276	67479	21,9	77001	-0,16	-0,16	0,96	5,29	-0,34	7,16	-0,05	-0,06	-0,03	2371,11	2371	2371
1277	67530	21,9	76996	-0,15	-0,17	0,88	5,29	-0,34	7,17	-0,04	-0,06	-0,03	2371,67	2371	2371
1278	67576	21,9	76999	-0,13	-0,16	0,96	5,3	-0,34	7,17	-0,05	-0,06	-0,03	2371,34	2371	2371
1279	67622	21,9	77007	-0,11	-0,2	0,88	5,3	-0,34	7,18	-0,04	-0,06	-0,03	2370,44	2371	2371
1280	67687	21,9	77001	-0,13	-0,17	0,9	5,3	-0,34	7,19	-0,05	-0,06	-0,03	2371,11	2371	2371
1281	67733	21,9	77007	-0,13	-0,13	0,97	5,3	-0,35	7,19	-0,04	-0,06	-0,03	2370,44	2371	2371
1282	67779	21,9	77007	-0,12	-0,25	0,81	5,31	-0,34	7,2	-0,05	-0,06	-0,03	2370,44	2371	2371
1283	67825	21,9	77007	-0,05	-0,2	0,94	5,31	-0,35	7,21	-0,05	-0,06	-0,03	2370,44	2371	2371
1284	67871	21,9	76988	-0,13	-0,2	1,02	5,31	-0,35	7,22	-0,05	-0,06	-0,03	2372,57	2371	2371
1285	67923	21,9	77001	-0,18	-0,24	0,97	5,32	-0,35	7,22	-0,04	-0,06	-0,03	2371,11	2371	2371
1286	67970	21,9	77004	-0,09	-0,17	0,99	5,32	-0,35	7,22	-0,05	-0,06	-0,03	2370,78	2371	2371
1287	68016	21,9	77004	-0,11	-0,22	1	5,32	-0,35	7,23	-0,05	-0,06	-0,03	2370,78	2371	2371
1288	68062	21,9	77001	-0,09	-0,2	0,95	5,33	-0,35	7,23	-0,05	-0,06	-0,03	2371,11	2371	2371
1289	68108	21,9	77002	-0,12	-0,16	0,88	5,33	-0,35	7,23	-0,05	-0,06	-0,03	2371	2371	2371
1290	68165	21,9	76996	-0,09	-0,16	0,93	5,33	-0,3	7,24	-0,05	-0,05	-0,03	2371,67	2371	2371
1291	68218	21,9	76999	-0,2	-0,16	0,96	5,34	-0,3	7,24	-0,04	-0,06	-0,03	2371,34	2371	2371
1292	68264	21,9	76991	-0,1	-0,2	0,98	5,34	-0,3	7,24	-0,05	-0,06	-0,02	2372,23	2371	2371
1293	68311	21,9	76996	-0,12	-0,2	0,98	5,34	-0,3	7,25	-0,04	-0,06	-0,03	2371,67	2371	2371
1294	68357	21,9	76999	-0,11	-0,19	0,95	5,35	-0,3	7,25	-0,05	-0,05	-0,03	2371,34	2371	2371
1295	68409	21,9	77001	-0,13	-0,21	0,93	5,35	-0,3	7,26	-0,05	-0,06	-0,03	2371,11	2371	2371
1296	68455	21,9	77001	-0,17	-0,22	0,92	5,35	-0,35	7,26	-0,05	-0,06	-0,03	2371,11	2371	2371
