Dato	Millis	Temp	Presion	AejeX	AejeY	AejeZ	GejeX	GejeY	GejeZ	MejeX	MejeY	MejeZ	Altura	AltMediaMovil	Pendiente
218	16747	21,5	77010	-0,22	-0,17	0,96	0,85	0,62	1,22	-0,04	-0,06	-0,02	2366,89	2368	2368
219	16791	21,6	77001	-0,12	-0,19	0,97	0,86	0,62	1,23	-0,04	-0,06	-0,03	2368,7	2368	2368
220	16840	21,5	76998	-0,11	-0,18	0,98	0,86	0,61	1,24	-0,04	-0,06	-0,03	2368,23	2368	2368
221	16883	21,5	76995	-0,06	-0,22	0,92	0,87	0,62	1,24	-0,04	-0,07	-0,03	2368,57	2368	2368
222	16939	21,5	76995	-0,16	-0,22	0,96	0,87	0,61	1,25	-0,04	-0,06	-0,02	2368,57	2368	2368
223	16999	21,6	77006	-0,16	-0,16	0,94	0,88	0,62	1,25	-0,05	-0,06	-0,03	2368,14	2368	2368
224	17043	21,5	77007	-0,12	-0,2	0,96	0,88	0,62	1,26	-0,04	-0,06	-0,03	2367,23	2368	2368
225	17086	21,5	76993	-0,12	-0,15	0,87	0,88	0,61	1,26	-0,04	-0,06	-0,03	2368,8	2368	2368
226	17130	21,6	77006	-0,12	-0,16	0,87	0,89	0,61	1,26	-0,04	-0,06	-0,02	2368,14	2368	2368
227	17173	21,6	77009	-0,12	-0,21	0,88	0,89	0,61	1,26	-0,05	-0,06	-0,03	2367,81	2368	2368
228	17222	21,6	77003	-0,16	-0,17	0,95	0,9	0,56	1,27	-0,04	-0,07	-0,03	2368,48	2368	2368
229	17266	21,6	76995	-0,09	-0,22	0,98	0,9	0,56	1,28	-0,04	-0,06	-0,03	2369,37	2368	2368
230	17309	21,5	77001	-0,12	-0,26	0,88	0,9	0,55	1,28	-0,04	-0,06	-0,03	2367,9	2368	2368
231	17352	21,5	77007	-0,11	-0,17	0,89	0,91	0,55	1,29	-0,04	-0,06	-0,02	2367,23	2368	2368
232	17396	21,6	77001	-0,11	-0,21	0,88	0,91	0,55	1,3	-0,05	-0,06	-0,02	2368,7	2368	2368
233	17445	21,5	76995	-0,12	-0,16	0,95	0,92	0,55	1,3	-0,04	-0,06	-0,03	2368,57	2368	2368
234	17488	21,5	76995	-0,09	-0,12	0,9	0,92	0,55	1,3	-0,04	-0,06	-0,02	2368,57	2368	2368
235	17532	21,6	77009	-0,15	-0,18	0,92	0,93	0,55	1,31	-0,04	-0,06	-0,03	2367,81	2368	2368
236	17583	21,6	77006	-0,1	-0,21	0,97	0,93	0,55	1,32	-0,05	-0,06	-0,03	2368,14	2368	2368
237	17626	21,6	77000	-0,04	-0,18	0,83	0,93	0,55	1,32	-0,04	-0,07	-0,02	2368,81	2368	2368
238	17675	21,6	77009	-0,12	-0,16	0,96	0,94	0,55	1,33	-0,04	-0,06	-0,03	2367,81	2368	2368
239	17719	21,6	77001	-0,16	-0,19	0,93	0,94	0,55	1,34	-0,05	-0,06	-0,03	2368,7	2368	2368
240	17762	21,6	77015	-0,16	-0,2	1,02	0,94	0,55	1,34	-0,04	-0,06	-0,03	2367,13	2368	2368
241	17805	21,6	77012	-0,16	-0,16	0,86	0,94	0,55	1,35	-0,04	-0,06	-0,03	2367,47	2368	2368
242	17849	21,6	77009	-0,16	-0,2	0,88	0,95	0,52	1,35	-0,04	-0,07	-0,02	2367,81	2368	2368
243	17898	21,6	77006	-0,13	-0,2	0,89	0,95	0,51	1,36	-0,04	-0,06	-0,02	2368,14	2368	2368
244	17941	21,6	77006	-0,16	-0,25	0,9	0,95	0,51	1,36	-0,05	-0,06	-0,03	2368,14	2368	2368
245	17985	21,6	77006	-0,13	-0,14	0,89	0,96	0,46	1,37	-0,04	-0,06	-0,03	2368,14	2368	2368
246	18028	21,5	76998	-0,09	-0,2	0,92	0,96	0,46	1,38	-0,04	-0,07	-0,02	2368,23	2368	2368
247	18077	21,6	76997	-0,18	-0,22	0,88	0,96	0,46	1,39	-0,04	-0,06	-0,03	2369,15	2368	2368
248	18126	21,6	77009	-0,1	-0,25	0,91	0,97	0,41	1,39	-0,04	-0,06	-0,03	2367,81	2368	2368
249	18169	21,6	77009	-0,09	-0,23	0,89	0,97	0,41	1,4	-0,04	-0,06	-0,02	2367,81	2368	2368
250	18225	21,6	77001	-0,12	-0,2	0,89	0,98	0,41	1,41	-0,04	-0,07	-0,02	2368,7	2368	2368
251	18274	21,6	77006	-0,1	-0,16	0,93	0,98	0,41	1,42	-0,04	-0,06	-0,03	2368,14	2368	2368
252	18317	21,5	76987	-0,12	-0,16	1,02	0,99	0,41	1,42	-0,05	-0,06	-0,03	2369,47	2368	2368
253	18366	21,6	77015	-0,06	-0,15	0,96	0,99	0,4	1,43	-0,04	-0,07	-0,02	2367,13	2368	2368
254	18410	21,6	76997	-0,16	-0,2	0,96	0,99	0,4	1,44	-0,04	-0,06	-0,03	2369,15	2368	2368
255	18453	21,6	76998	-0,16	-0,23	0,96	0,99	0,4	1,45	-0,04	-0,06	-0,03	2369,04	2368	2368
256	18497	21,6	76995	-0,15	-0,21	0,95	1	0,4	1,45	-0,05	-0,06	-0,03	2369,37	2368	2368
257	18540	21,6	76997	-0,1	-0,2	0,81	1	0,41	1,46	-0,04	-0,06	-0,03	2369,15	2369	2369
258	18584	21,6	76997	-0,08	-0,25	0,92	1	0,4	1,46	-0,04	-0,07	-0,02	2369,15	2369	2369
259	18633	21,6	77003	-0,12	-0,16	0,94	1,01	0,4	1,46	-0,04	-0,06	-0,02	2368,48	2369	2369
260	18676	21,6	76997	-0,12	-0,17	0,98	1,01	0,4	1,47	-0,04	-0,06	-0,03	2369,15	2369	2369
261	18720	21,6	77003	-0,16	-0,2	0,93	1,02	0,4	1,48	-0,04	-0,06	-0,02	2368,48	2369	2369
262	18763	21,6	77000	-0,14	-0,16	0,99	1,02	0,4	1,48	-0,04	-0,06	-0,03	2368,81	2369	2369
263	18806	21,6	77003	-0,13	-0,21	0,87	1,03	0,4	1,49	-0,04	-0,06	-0,03	2368,48	2369	2369
264	18855	21,6	77003	-0,13	-0,21	0,88	1,03	0,4	1,49	-0,04	-0,06	-0,02	2368,48	2369	2369
265	18899	21,6	77006	-0,14	-0,18	0,91	1,04	0,4	1,5	-0,04	-0,06	-0,03	2368,14	2369	2369
266	18942	21,6	76997	-0,1	-0,2	0,92	1,04	0,4	1,5	-0,04	-0,06	-0,03	2369,15	2369	2369
267	18987	21,6	77003	-0,15	-0,14	0,9	1,05	0,4	1,51	-0,04	-0,06	-0,02	2368,48	2369	2369
268	19030	21,6	77003	-0,13	-0,19	0,97	1,05	0,4	1,52	-0,05	-0,06	-0,02	2368,48	2369	2369
269	19079	21,6	77008	-0,12	-0,19	1,02	1,05	0,4	1,52	-0,04	-0,06	-0,03	2367,92	2369	2369
270	19123	21,6	77003	-0,19	-0,2	0,9	1,06	0,4	1,53	-0,04	-0,07	-0,03	2368,48	2368	2368
271	19166	21,6	77003	-0,16	-0,15	1,03	1,07	0,4	1,53	-0,04	-0,06	-0,03	2368,48	2368	2368
272	19209	21,6	77000	-0,1	-0,19	1	1,07	0,4	1,54	-0,04	-0,06	-0,03	2368,81	2368	2368
273	19253	21,6	77012	-0,12	-0,13	0,94	1,07	0,4	1,55	-0,04	-0,06	-0,03	2367,47	2368	2368
274	19302	21,6	77006	-0,15	-0,2	0,91	1,08	0,45	1,55	-0,04	-0,07	-0,03	2368,14	2368	2368
275	19352	21,6	76997	-0,08	-0,23	0,91	1,08	0,45	1,56	-0,04	-0,06	-0,03	2369,15	2368	2368
276	19396	21,6	76997	-0,15	-0,2	0,95	1,09	0,45	1,57	-0,04	-0,06	-0,02	2369,15	2368	2368
277	19439	21,6	77000	-0,14	-0,21	0,89	1,09	0,45	1,57	-0,04	-0,06	-0,03	2368,81	2368	2368
278	19494	21,6	77006	-0,12	-0,07	0,9	1,09	0,44	1,58	-0,04	-0,06	-0,03	2368,14	2369	2369
279	19544	21,6	77008	-0,13	-0,23	0,84	1,1	0,44	1,58	-0,05	-0,06	-0,03	2367,92	2369	2369
280	19588	21,6	76997	-0,14	-0,2	0,88	1,1	0,44	1,58	-0,05	-0,06	-0,03	2369,15	2368	2368
281	19631	21,6	77003	-0,12	-0,23	1	1,1	0,44	1,59	-0,05	-0,06	-0,03	2368,48	2368	2368
282	19685	21,6	76996	-0,19	-0,16	0,99	1,11	0,44	1,59	-0,04	-0,06	-0,03	2369,26	2369	2369
283	19729	21,6	77000	-0,09	-0,19	0,91	1,11	0,44	1,6	-0,04	-0,06	-0,02	2368,81	2369	2369
284	19777	21,6	77000	-0,16	-0,24	0,91	1,12	0,44	1,6	-0,04	-0,06	-0,03	2368,81	2369	2369
285	19820	21,6	77005	-0,13	-0,17	0,86	1,12	0,44	1,61	-0,04	-0,06	-0,03	2368,25	2369	2369
286	19864	21,6	76997	-0,19	-0,16	0,95	1,13	0,44	1,61	-0,04	-0,07	-0,03	2369,15	2369	2369
287	19907	21,6	77003	-0,14	-0,2	0,92	1,13	0,44	1,62	-0,04	-0,06	-0,03	2368,48	2369	2369
288	19950	21,6	76997	-0,08	-0,17	0,94	1,14	0,44	1,63	-0,04	-0,06	-0,02	2369,15	2369	2369
289	19998	21,6	76994	-0,16	-0,17	0,88	1,14	0,44	1,63	-0,05	-0,06	-0,03	2369,49	2369	2369
290	20041	21,6	77002	-0,08	-0,23	0,8	1,14	0,44	1,63	-0,04	-0,06	-0,03	2368,59	2369	2369
291	20085	21,6	77000	-0,19	-0,14	0,99	1,15	0,44	1,64	-0,04	-0,07	-0,02	2368,81	2369	2369
292	20128	21,6	77002	-0,15	-0,22	0,91	1,15	0,44	1,65	-0,04	-0,06	-0,02	2368,59	2369	2369
293	20171	21,6	77003	-0,13	-0,16	0,92	1,16	0,44	1,65	-0,05	-0,06	-0,03	2368,48	2369	2369
294	20220	21,6	76993	-0,11	-0,2	0,97	1,16	0,44	1,66	-0,04	-0,07	-0,02	2369,6	2369	2369
295	20264	21,6	77000	-0,15	-0,16	0,91	1,16	0,44	1,66	-0,04	-0,06	-0,03	2368,81	2369	2369
296	20307	21,6	76997	-0,19	-0,12	0,87	1,17	0,38	1,67	-0,04	-0,06	-0,03	2369,15	2369	2369
297	20352	21,6	76997	-0,13	-0,2	0,9	1,17	0,38	1,68	-0,04	-0,06	-0,02	2369,15	2369	2369
298	20395	21,6	76994	-0,12	-0,2	0,9	1,18	0,38	1,68	-0,04	-0,06	-0,03	2369,49	2369	2369
299	20438	21,6	77000	-0,1	-0,2	0,86	1,18	0,38	1,69	-0,04	-0,06	-0,03	2368,81	2369	2369
300	20487	21,6	77006	-0,16	-0,2	0,92	1,18	0,38	1,69	-0,04	-0,06	-0,03	2368,14	2369	2369
301	20531	21,6	76997	-0,14	-0,24	0,95	1,19	0,37	1,7	-0,04	-0,06	-0,03	2369,15	2369	2369
302	20574	21,6	76999	-0,2	-0,16	0,96	1,2	0,37	1,71	-0,04	-0,06	-0,03	2368,93	2369	2369
303	20618	21,6	76993	-0,18	-0,19	0,96	1,2	0,37	1,71	-0,04	-0,07	-0,02	2369,6	2369	2369
304	20661	21,6	77006	-0,22	-0,28	1	1,2	0,37	1,72	-0,04	-0,06	-0,03	2368,14	2369	2369
305	20710	21,6	77002	-0,2	-0,22	0,88	1,2	0,36	1,73	-0,05	-0,06	-0,03	2368,59	2369	2369
306	20765	21,6	76996	-0,07	-0,24	0,99	1,21	0,36	1,73	-0,04	-0,07	-0,02	2369,26	2369	2369
307	20809	21,6	77003	-0,17	-0,21	0,94	1,22	0,36	1,73	-0,04	-0,06	-0,03	2368,48	2369	2369
308	20852	21,6	77003	-0,14	-0,25	0,91	1,22	0,36	1,73	-0,04	-0,06	-0,03	2368,48	2369	2369
309	20896	21,6	76994	-0,11	-0,18	0,87	1,22	0,36	1,74	-0,05	-0,06	-0,03	2369,49	2369	2369
310	20945	21,6	77011	-0,12	-0,14	0,98	1,23	0,36	1,74	-0,04	-0,07	-0,03	2367,58	2369	2369
311	20988	21,6	77005	-0,14	-0,25	0,96	1,23	0,35	1,75	-0,04	-0,06	-0,03	2368,25	2369	2369
312	21031	21,6	77005	-0,15	-0,22	0,96	1,24	0,35	1,76	-0,04	-0,06	-0,03	2368,25	2369	2369
313	21075	21,6	77002	-0,16	-0,22	0,95	1,24	0,35	1,76	-0,05	-0,06	-0,03	2368,59	2369	2369
314	21131	21,6	76993	-0,16	-0,13	0,88	1,24	0,35	1,76	-0,04	-0,07	-0,03	2369,6	2369	2369
315	21180	21,6	77002	-0,12	-0,2	0,84	1,24	0,35	1,77	-0,04	-0,07	-0,03	2368,59	2369	2369
316	21224	21,6	77005	-0,11	-0,21	0,95	1,25	0,35	1,78	-0,04	-0,06	-0,03	2368,25	2369	2369
317	21267	21,6	77005	-0,18	-0,18	0,96	1,25	0,34	1,78	-0,05	-0,06	-0,03	2368,25	2369	2369
318	21316	21,6	76999	-0,09	-0,22	0,95	1,26	0,34	1,79	-0,04	-0,06	-0,02	2368,93	2368	2368
319	21359	21,6	76991	-0,09	-0,21	0,88	1,26	0,34	1,8	-0,04	-0,07	-0,02	2369,82	2369	2369
320	21408	21,6	76999	-0,12	-0,16	0,9	1,27	0,34	1,8	-0,04	-0,06	-0,03	2368,93	2369	2369
321	21452	21,6	77006	-0,16	-0,2	0,88	1,27	0,4	1,8	-0,04	-0,06	-0,02	2368,14	2369	2369
322	21495	21,6	77003	-0,16	-0,16	0,89	1,28	0,4	1,81	-0,04	-0,07	-0,02	2368,48	2369	2369
323	21538	21,6	76999	-0,12	-0,1	0,85	1,28	0,4	1,81	-0,04	-0,06	-0,03	2368,93	2369	2369
324	21582	21,6	76997	-0,17	-0,16	0,93	1,28	0,4	1,81	-0,04	-0,06	-0,02	2369,15	2369	2369
325	21632	21,6	77002	-0,16	-0,2	0,86	1,28	0,4	1,81	-0,05	-0,06	-0,03	2368,59	2369	2369
326	21675	21,6	76996	-0,18	-0,18	0,95	1,29	0,34	1,82	-0,04	-0,06	-0,03	2369,26	2369	2369
327	21719	21,6	77007	-0,12	-0,2	0,91	1,3	0,29	1,83	-0,04	-0,07	-0,02	2368,03	2369	2369
328	21762	21,6	76993	-0,12	-0,13	0,99	1,3	0,29	1,83	-0,04	-0,06	-0,03	2369,6	2369	2369
329	21806	21,6	76988	-0,07	-0,23	0,84	1,31	0,28	1,84	-0,05	-0,06	-0,03	2370,16	2369	2369
330	21868	21,6	76998	-0,11	-0,2	0,9	1,31	0,28	1,84	-0,04	-0,07	-0,03	2369,04	2369	2369
331	21914	21,6	77002	-0,13	-0,19	0,91	1,32	0,28	1,85	-0,04	-0,07	-0,02	2368,59	2369	2369
332	21971	21,6	76996	-0,12	-0,22	0,95	1,32	0,28	1,85	-0,04	-0,06	-0,03	2369,26	2369	2369
333	22018	21,6	76999	-0,09	-0,25	0,97	1,32	0,28	1,86	-0,05	-0,06	-0,03	2368,93	2369	2369
334	22064	21,6	76994	-0,17	-0,18	0,8	1,33	0,28	1,86	-0,04	-0,07	-0,02	2369,49	2369	2369
335	22116	21,6	77010	-0,14	-0,19	0,84	1,33	0,28	1,87	-0,04	-0,06	-0,02	2367,69	2369	2369
336	22162	21,6	76996	-0,16	-0,13	0,91	1,33	0,28	1,88	-0,04	-0,06	-0,03	2369,26	2369	2369
337	22207	21,6	76996	-0,17	-0,14	0,91	1,34	0,28	1,89	-0,05	-0,06	-0,03	2369,26	2369	2369
338	22253	21,6	76999	-0,19	-0,19	0,92	1,34	0,28	1,9	-0,04	-0,07	-0,03	2368,93	2369	2369
339	22299	21,6	77007	-0,12	-0,16	0,95	1,34	0,28	1,9	-0,04	-0,06	-0,02	2368,03	2369	2369
340	22345	21,6	77010	-0,14	-0,2	0,9	1,34	0,28	1,91	-0,04	-0,06	-0,03	2367,69	2369	2369
341	22397	21,6	76999	-0,07	-0,21	0,84	1,35	0,28	1,92	-0,05	-0,06	-0,02	2368,93	2369	2369
342	22443	21,6	77003	-0,08	-0,2	0,88	1,35	0,28	1,92	-0,04	-0,06	-0,03	2368,48	2369	2369
343	22489	21,6	77002	-0,1	-0,18	1,06	1,35	0,23	1,92	-0,04	-0,06	-0,03	2368,59	2369	2369
344	22535	21,6	77002	-0,12	-0,2	0,96	1,36	0,23	1,93	-0,05	-0,06	-0,02	2368,59	2369	2369
345	22581	21,6	76999	-0,11	-0,2	0,91	1,36	0,23	1,94	-0,04	-0,07	-0,03	2368,93	2369	2369
346	22638	21,6	77002	-0,07	-0,26	0,91	1,37	0,22	1,95	-0,04	-0,06	-0,03	2368,59	2369	2369
347	22684	21,6	77002	-0,1	-0,22	0,93	1,38	0,28	1,96	-0,04	-0,06	-0,02	2368,59	2368	2368
348	22730	21,6	76996	-0,09	-0,19	0,88	1,38	0,28	1,97	-0,05	-0,06	-0,02	2369,26	2369	2369
349	22776	21,6	77012	-0,12	-0,2	0,92	1,39	0,27	1,97	-0,04	-0,06	-0,03	2367,47	2369	2369
350	22822	21,6	76999	-0,14	-0,19	0,95	1,39	0,28	1,98	-0,04	-0,06	-0,03	2368,93	2369	2369
351	22874	21,6	77008	-0,13	-0,2	0,89	1,39	0,28	1,98	-0,05	-0,06	-0,03	2367,92	2369	2369
352	22966	21,6	76995	-0,09	-0,18	0,84	1,39	0,27	1,98	-0,04	-0,06	-0,03	2369,37	2369	2369
353	23018	21,6	77004	-0,09	-0,23	0,89	1,4	0,27	1,99	-0,04	-0,07	-0,02	2368,37	2369	2369
354	23064	21,6	76991	-0,14	-0,2	0,96	1,41	0,27	1,99	-0,05	-0,06	-0,03	2369,82	2369	2369
355	23110	21,6	76993	-0,13	-0,19	0,91	1,42	0,27	2	-0,04	-0,06	-0,03	2369,6	2369	2369
356	23162	21,6	76993	-0,14	-0,19	0,98	1,42	0,27	2,01	-0,04	-0,07	-0,03	2369,6	2369	2369
357	23208	21,6	76999	-0,1	-0,23	0,95	1,42	0,27	2,01	-0,04	-0,06	-0,03	2368,93	2369	2369
358	23255	21,6	77004	-0,13	-0,11	0,99	1,43	0,27	2,02	-0,04	-0,06	-0,03	2368,37	2369	2369
359	23301	21,6	77005	-0,12	-0,25	0,99	1,43	0,27	2,03	-0,04	-0,06	-0,02	2368,25	2369	2369
360	23358	21,6	77004	-0,11	-0,22	0,99	1,44	0,27	2,03	-0,04	-0,07	-0,02	2368,37	2369	2369
361	23410	21,6	76999	-0,07	-0,19	0,95	1,44	0,27	2,04	-0,05	-0,06	-0,02	2368,93	2369	2369
362	23456	21,6	76999	-0,18	-0,21	0,84	1,44	0,27	2,04	-0,04	-0,06	-0,03	2368,93	2369	2369
363	23502	21,6	77012	-0,12	-0,1	0,88	1,45	0,27	2,04	-0,04	-0,07	-0,02	2367,47	2369	2369
364	23547	21,6	77004	-0,09	-0,22	0,78	1,45	0,27	2,05	-0,04	-0,06	-0,03	2368,37	2369	2369
365	23593	21,6	77002	-0,08	-0,23	0,89	1,46	0,26	2,05	-0,05	-0,06	-0,03	2368,59	2368	2368
366	23645	21,6	77007	-0,16	-0,2	0,92	1,46	0,26	2,06	-0,05	-0,06	-0,03	2368,03	2368	2368
367	23691	21,6	77002	-0,09	-0,16	0,81	1,47	0,26	2,07	-0,04	-0,07	-0,03	2368,59	2368	2368
368	23737	21,6	76987	-0,1	-0,22	0,87	1,47	0,26	2,07	-0,04	-0,06	-0,02	2370,27	2368	2368
369	23783	21,6	76999	-0,13	-0,19	1,05	1,47	0,27	2,08	-0,04	-0,06	-0,02	2368,93	2369	2369
370	23829	21,6	76991	-0,16	-0,2	1	1,48	0,26	2,09	-0,05	-0,06	-0,02	2369,82	2369	2369
371	23878	21,6	77004	-0,13	-0,25	0,83	1,48	0,26	2,1	-0,04	-0,07	-0,03	2368,37	2369	2369
372	23924	21,6	77007	-0,17	-0,22	0,88	1,49	0,26	2,11	-0,04	-0,06	-0,03	2368,03	2369	2369
373	23970	21,6	77001	-0,11	-0,2	0,84	1,49	0,26	2,12	-0,04	-0,06	-0,02	2368,7	2369	2369
374	24016	21,6	76999	-0,14	-0,16	0,88	1,49	0,26	2,12	-0,05	-0,06	-0,03	2368,93	2369	2369
375	24062	21,6	76999	-0,14	-0,24	0,88	1,5	0,26	2,13	-0,04	-0,06	-0,03	2368,93	2369	2369
376	24114	21,6	76990	-0,12	-0,14	0,91	1,5	0,26	2,13	-0,04	-0,06	-0,02	2369,94	2369	2369
377	24166	21,6	76998	-0,12	-0,16	0,89	1,51	0,26	2,14	-0,05	-0,06	-0,02	2369,04	2369	2369
378	24212	21,6	77004	-0,14	-0,16	0,99	1,51	0,26	2,14	-0,04	-0,06	-0,03	2368,37	2369	2369
379	24258	21,6	77010	-0,23	-0,2	0,97	1,51	0,26	2,15	-0,04	-0,06	-0,03	2367,69	2369	2369
380	24303	21,6	77007	-0,14	-0,21	0,91	1,52	0,26	2,15	-0,04	-0,06	-0,02	2368,03	2369	2369
381	24354	21,6	77004	-0,1	-0,23	0,93	1,52	0,31	2,16	-0,05	-0,06	-0,03	2368,37	2369	2369
382	24401	21,6	77010	-0,13	-0,23	0,88	1,53	0,31	2,17	-0,04	-0,06	-0,03	2367,69	2369	2369
383	24448	21,6	77019	-0,16	-0,16	0,91	1,53	0,31	2,17	-0,04	-0,06	-0,02	2366,69	2369	2369
384	24494	21,6	77001	-0,07	-0,19	0,85	1,53	0,31	2,18	-0,04	-0,06	-0,03	2368,7	2368	2368
385	24540	21,6	76992	-0,02	-0,21	0,94	1,54	0,31	2,18	-0,04	-0,06	-0,03	2369,71	2368	2368
386	24585	21,6	77004	-0,09	-0,17	0,88	1,54	0,31	2,19	-0,04	-0,07	-0,03	2368,37	2368	2368
387	24637	21,6	76998	-0,12	-0,16	0,91	1,55	0,31	2,2	-0,04	-0,06	-0,03	2369,04	2368	2368
388	24708	21,6	77010	-0,16	-0,2	0,88	1,55	0,31	2,21	-0,04	-0,06	-0,03	2367,69	2368	2368
389	24753	21,6	77007	-0,12	-0,18	0,93	1,56	0,26	2,21	-0,05	-0,06	-0,03	2368,03	2368	2368
390	24799	21,6	77009	-0,12	-0,25	0,86	1,56	0,26	2,22	-0,04	-0,06	-0,03	2367,81	2368	2368
391	24845	21,6	77007	-0,1	-0,22	0,92	1,56	0,26	2,23	-0,04	-0,06	-0,02	2368,03	2368	2368
392	24903	21,6	77009	-0,12	-0,13	0,88	1,57	0,26	2,24	-0,04	-0,06	-0,02	2367,81	2368	2368
393	24949	21,6	77010	-0,07	-0,13	0,85	1,57	0,26	2,25	-0,04	-0,06	-0,03	2367,69	2368	2368
394	24995	21,6	77006	-0,15	-0,19	0,91	1,57	0,26	2,25	-0,04	-0,06	-0,03	2368,14	2368	2368
395	25041	21,6	77004	-0,12	-0,22	0,93	1,57	0,31	2,26	-0,05	-0,06	-0,03	2368,37	2368	2368
396	25088	21,6	77001	-0,05	-0,2	0,9	1,57	0,31	2,27	-0,04	-0,06	-0,03	2368,7	2368	2368
397	25139	21,6	77006	-0,16	-0,18	0,95	1,58	0,31	2,27	-0,04	-0,06	-0,03	2368,14	2368	2368
398	25185	21,6	77007	-0,2	-0,25	0,84	1,58	0,31	2,27	-0,04	-0,06	-0,03	2368,03	2368	2368
399	25231	21,6	77003	-0,12	-0,19	0,92	1,58	0,31	2,28	-0,05	-0,06	-0,03	2368,48	2368	2368
400	25277	21,6	76998	-0,06	-0,19	0,9	1,59	0,31	2,29	-0,04	-0,06	-0,03	2369,04	2368	2368
401	25323	21,6	76992	-0,11	-0,2	0,93	1,59	0,3	2,3	-0,04	-0,07	-0,02	2369,71	2368	2368
402	25375	21,6	76995	-0,05	-0,23	0,98	1,6	0,31	2,3	-0,05	-0,06	-0,03	2369,37	2369	2369
403	25420	21,6	76998	-0,05	-0,21	0,89	1,6	0,3	2,31	-0,05	-0,06	-0,03	2369,04	2369	2369
404	25466	21,6	76997	-0,12	-0,2	0,93	1,6	0,31	2,32	-0,04	-0,07	-0,03	2369,15	2369	2369
405	25512	21,6	76997	-0,11	-0,23	0,87	1,6	0,3	2,33	-0,04	-0,06	-0,02	2369,15	2369	2369
406	25559	21,6	77009	-0,12	-0,17	0,93	1,6	0,3	2,34	-0,04	-0,06	-0,03	2367,81	2369	2369
407	25611	21,6	77003	-0,12	-0,22	0,95	1,61	0,3	2,34	-0,05	-0,06	-0,03	2368,48	2369	2369
408	25662	21,6	76989	-0,12	-0,16	0,93	1,62	0,3	2,35	-0,04	-0,07	-0,02	2370,05	2369	2369
409	25708	21,6	77001	-0,08	-0,24	0,97	1,62	0,26	2,36	-0,04	-0,06	-0,03	2368,7	2369	2369
410	25754	21,6	76997	-0,12	-0,19	1,06	1,62	0,26	2,36	-0,05	-0,06	-0,03	2369,15	2369	2369
411	25800	21,6	76997	-0,1	-0,25	0,8	1,63	0,26	2,37	-0,04	-0,07	-0,02	2369,15	2369	2369
412	25851	21,6	76997	-0,09	-0,22	0,93	1,63	0,26	2,37	-0,04	-0,06	-0,02	2369,15	2369	2369
413	25897	21,6	77006	-0,15	-0,2	0,98	1,63	0,26	2,38	-0,04	-0,06	-0,03	2368,14	2369	2369
414	25944	21,6	77006	-0,13	-0,2	0,89	1,63	0,26	2,38	-0,05	-0,06	-0,03	2368,14	2369	2369
415	25990	21,6	77007	-0,12	-0,15	0,91	1,64	0,26	2,39	-0,04	-0,07	-0,03	2368,03	2369	2369
416	26047	21,6	77018	-0,11	-0,18	0,89	1,65	0,26	2,39	-0,04	-0,06	-0,03	2366,8	2369	2369
417	26106	21,6	76997	-0,14	-0,18	0,9	1,65	0,26	2,4	-0,05	-0,06	-0,03	2369,15	2368	2368
418	26152	21,6	77009	-0,15	-0,23	0,86	1,65	0,26	2,4	-0,05	-0,06	-0,03	2367,81	2368	2368
419	26199	21,6	77000	-0,09	-0,25	0,94	1,66	0,26	2,41	-0,04	-0,07	-0,03	2368,81	2368	2368
420	26245	21,6	77004	-0,09	-0,23	0,95	1,66	0,26	2,42	-0,04	-0,06	-0,03	2368,37	2368	2368
421	26291	21,6	77000	-0,14	-0,2	0,94	1,66	0,26	2,42	-0,05	-0,06	-0,03	2368,81	2368	2368
422	26346	21,6	77021	-0,18	-0,18	0,96	1,67	0,31	2,43	-0,04	-0,07	-0,02	2366,46	2368	2368
423	26397	21,6	77000	-0,14	-0,12	0,96	1,67	0,31	2,44	-0,04	-0,06	-0,02	2368,81	2368	2368
424	26443	21,6	77000	-0,05	-0,2	0,91	1,67	0,31	2,44	-0,04	-0,06	-0,03	2368,81	2368	2368
425	26489	21,6	76997	-0,1	-0,21	0,93	1,68	0,35	2,45	-0,04	-0,06	-0,02	2369,15	2368	2368
426	26535	21,6	76997	-0,19	-0,19	1,02	1,68	0,35	2,46	-0,04	-0,06	-0,03	2369,15	2368	2368
427	26582	21,6	76992	-0,1	-0,22	0,96	1,68	0,35	2,46	-0,04	-0,06	-0,03	2369,71	2369	2369
428	26633	21,6	76992	-0,08	-0,16	0,89	1,69	0,35	2,47	-0,04	-0,06	-0,02	2369,71	2369	2369
429	26679	21,6	77000	-0,16	-0,21	0,99	1,69	0,35	2,48	-0,04	-0,07	-0,02	2368,81	2369	2369
430	26725	21,6	76997	-0,1	-0,16	0,96	1,7	0,35	2,49	-0,04	-0,06	-0,03	2369,15	2369	2369
431	26778	21,6	76992	-0,14	-0,16	0,78	1,7	0,3	2,49	-0,04	-0,06	-0,03	2369,71	2369	2369
432	26824	21,6	76994	-0,16	-0,21	0,99	1,7	0,3	2,5	-0,05	-0,06	-0,03	2369,49	2369	2369
433	26875	21,6	76997	-0,12	-0,2	0,91	1,7	0,3	2,51	-0,04	-0,06	-0,03	2369,15	2369	2369
434	26921	21,6	77003	-0,1	-0,17	0,92	1,71	0,3	2,51	-0,05	-0,06	-0,03	2368,48	2369	2369
